,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
4876,52,M,0.0,90,123962,1,1,Own,80021,8/9/2015,Sunday,Highway,9,1.0,81,Phone,1,0.0,1,Large,18514.439953599405,blue,36414.58943
14083,58,F,1.0,81,88266,0,0,Own,15019,5/21/2015,Thursday,Parking Lot,0,0.0,76,Broker,1,0.0,1,Compact,15000.0,white,15605.95976
3382,46,F,1.0,81,104361,1,0,Own,85016,8/1/2016,Monday,Local,0,0.0,100,Phone,1,1589.1,1,Compact,15000.0,blue,6181.076883
11140,45,F,1.0,45,88723,1,1,Rent,80022,3/20/2015,Friday,Highway,0,0.0,61,Phone,1,4406.99,1,Medium,15000.0,black,19946.88406
15756,44,M,1.0,85,78745,1,0,Own,50021,8/26/2015,Wednesday,Local,3,1.0,50,Phone,1,0.0,6,Large,39643.23994161603,gray,29464.40678
9368,38,M,1.0,63,92990,0,1,Own,80015,8/31/2015,Monday,Parking Lot,0,0.0,21,Broker,1,0.0,2,Medium,15000.0,black,10692.38187
3879,51,M,1.0,84,77748,1,1,Rent,15032,1/15/2016,Friday,Parking Lot,4,1.0,19,Broker,1,4495.26,1,Medium,68159.26392777497,other,12743.3326
16001,42,M,1.0,91,53646,1,1,Own,50008,9/6/2015,Sunday,Parking Lot,0,0.0,71,Phone,1,4736.26,1,Compact,15000.0,silver,18729.05515
5778,36,F,1.0,98,62598,1,0,Rent,15027,12/7/2016,Wednesday,Local,0,0.0,50,Broker,1,6701.55,1,Medium,15000.0,other,39612.59649
15825,47,F,0.0,64,49747,1,1,Own,20118,10/15/2016,Saturday,Parking Lot,5,0.0,50,Broker,1,0.0,1,Compact,21699.54739027876,gray,18531.25485
15802,45,M,1.0,59,72156,1,0,Own,15022,12/2/2015,Wednesday,Parking Lot,0,1.0,39,Broker,1,291.58,1,Large,19807.73704012311,red,20101.82277
10144,36,M,1.0,89,92252,1,1,Rent,20104,5/1/2016,Sunday,Highway,0,1.0,48,Phone,1,0.0,8,Medium,22583.32243450846,silver,14179.2579
3446,49,F,1.0,74,120807,1,1,Own,85082,3/10/2016,Thursday,Parking Lot,1,0.0,95,Broker,1,3199.68,1,Compact,15000.0,silver,13522.47921
5450,28,F,1.0,79,74794,1,0,Rent,85078,11/17/2015,Tuesday,Parking Lot,0,0.0,70,Online,1,3755.88,9,Medium,15000.0,white,33053.84018
13764,38,F,1.0,96,118151,1,0,Rent,80104,10/17/2016,Monday,Local,7,0.0,22,Broker,1,0.0,1,Large,15000.0,gray,23948.39516
2029,55,F,0.0,82,43037,1,0,Rent,85043,6/2/2015,Tuesday,Highway,0,0.0,70,Broker,0,0.0,1,Medium,15000.0,gray,25101.96045
207,57,F,1.0,77,62440,1,0,Rent,80035,12/29/2015,Tuesday,Local,0,1.0,92,Online,0,2120.91,6,Medium,22869.959169506245,gray,28057.69819
10862,43,M,1.0,81,35345,1,0,Rent,15012,10/8/2016,Saturday,Local,0,0.0,52,Phone,1,1243.76,1,Large,15000.0,other,16050.09999
1775,50,F,1.0,86,113874,1,0,Own,85018,10/4/2015,Sunday,Local,0,0.0,99,Broker,0,0.0,1,Large,15000.0,silver,28928.62735
9408,27,F,1.0,91,101117,1,1,Rent,20132,7/25/2016,Monday,Local,1,0.0,3,Online,0,0.0,1,Medium,15000.0,black,8104.910797
7675,40,F,1.0,77,91895,1,1,Own,20132,2/28/2015,Saturday,Local,0,0.0,32,Broker,0,4752.26,1,Large,64263.121641186604,other,20354.22444
3660,55,M,1.0,73,114623,1,0,Own,85068,3/11/2016,Friday,Highway,17,1.0,86,Broker,1,0.0,1,Medium,15000.0,white,41604.4612
2778,47,M,0.0,48,32306,1,0,Rent,80021,12/9/2015,Wednesday,Highway,0,0.0,1,Broker,0,0.0,4,Compact,52379.73667031831,gray,15457.52075
243,55,F,1.0,67,30553,1,0,Own,15038,2/21/2016,Sunday,Local,0,0.0,49,Broker,0,0.0,1,Compact,74779.56090550579,white,22301.42651
17995,43,F,1.0,65,97505,1,0,Own,50042,1/28/2015,Wednesday,Local,11,0.0,99,Broker,1,0.0,1,Medium,15000.0,white,12139.14195
9893,41,F,1.0,77,37553,1,1,Own,20132,1/12/2015,Monday,Local,9,0.0,53,Online,1,0.0,1,Medium,15000.0,blue,36478.48966
14595,66,F,1.0,87,86335,0,0,Rent,80045,8/15/2015,Saturday,Parking Lot,0,0.0,3,Phone,1,3241.22,13,Medium,15000.0,red,26141.26086
17804,25,F,1.0,86,99749,1,1,Rent,50001,6/3/2015,Wednesday,Local,3,1.0,33,Phone,0,0.0,1,Medium,28803.84066669749,white,9613.906556999998
2720,51,M,1.0,81,109163,0,0,Own,80110,3/22/2015,Sunday,Parking Lot,0,0.0,19,Broker,1,0.0,1,Large,26351.08226845242,black,21293.73452
12305,41,M,1.0,42,71550,1,1,Rent,15052,2/1/2016,Monday,Highway,0,1.0,99,Broker,0,0.0,1,Medium,17661.50123298503,red,44663.37383
2921,34,M,0.0,62,38770,1,0,Rent,20122,7/2/2016,Saturday,Local,0,0.0,89,Phone,1,763.41,1,Compact,56755.00595906201,blue,24329.66231
15395,35,F,1.0,85,53040,0,1,Own,85023,7/3/2016,Sunday,Local,0,0.0,100,Broker,1,0.0,1,Medium,15000.0,gray,12921.71078
7602,35,M,1.0,81,82365,0,0,Rent,85040,2/9/2015,Monday,Highway,8,0.0,67,Phone,1,0.0,1,Medium,15000.0,other,33888.30058
8104,31,M,0.0,89,87964,1,0,Own,80011,10/25/2015,Sunday,Local,14,0.0,79,Broker,1,0.0,1,Medium,109244.53493346296,white,10056.54402
2116,55,M,1.0,77,113635,0,0,Rent,15042,1/6/2016,Wednesday,Parking Lot,1,0.0,31,Broker,1,0.0,1,Medium,81578.2031405613,red,23387.55828
2917,53,F,1.0,96,123800,1,1,Rent,15010,8/21/2016,Sunday,Parking Lot,0,0.0,82,Broker,1,776.03,1,Compact,54352.20261066393,black,23456.30704
5151,34,F,1.0,56,93001,1,0,Own,85022,7/19/2015,Sunday,Local,7,0.0,57,Phone,0,0.0,1,Medium,30666.02896784681,red,11319.41866
10919,60,M,1.0,80,59277,0,1,Own,15053,1/13/2016,Wednesday,Parking Lot,0,0.0,51,Broker,0,0.0,1,Compact,31907.07069005142,other,24011.31836
14834,58,F,1.0,73,31880,0,0,Rent,15025,12/24/2016,Saturday,Highway,0,0.0,6,Phone,1,0.0,10,Medium,60082.81040306304,other,25381.72655
5334,44,F,1.0,85,60424,0,1,Rent,20140,10/26/2016,Wednesday,Local,0,1.0,16,Phone,1,0.0,1,Compact,16668.541008502238,red,18074.51541
10976,44,F,1.0,74,31594,1,0,Rent,80031,7/2/2015,Thursday,Local,4,0.0,0,Broker,1,5252.2,1,Compact,46473.359981467205,black,13937.63355
8054,28,M,0.0,91,94213,0,1,Own,20132,8/12/2015,Wednesday,Parking Lot,16,1.0,22,Online,0,3723.26,1,Large,15000.0,white,30567.16917
14193,46,M,1.0,59,98406,1,1,Own,20139,10/10/2016,Monday,Parking Lot,0,0.0,98,Broker,0,10018.93,9,Medium,15000.0,black,20561.96184
9212,37,F,1.0,14,35488,1,0,Own,50055,12/26/2015,Saturday,Parking Lot,0,0.0,91,Broker,1,2336.75,7,Compact,23599.09504708368,white,18801.40958
4712,45,F,1.0,72,73569,1,0,Own,85003,11/3/2016,Thursday,Local,8,0.0,74,Broker,1,1689.8,1,Large,17556.754254245036,silver,13865.54129
1812,35,M,1.0,61,104264,1,1,Own,20156,3/20/2015,Friday,Local,15,0.0,45,Broker,0,0.0,1,Large,49508.8334062037,white,9959.108538
13490,57,M,1.0,73,31691,0,0,Own,20106,6/6/2015,Saturday,Parking Lot,10,0.0,7,Phone,1,11967.1,1,Medium,57292.07060390358,red,6101.417332999999
11950,61,M,0.0,78,89164,1,1,Own,15012,8/21/2015,Friday,Local,7,0.0,2,Online,0,0.0,1,Compact,28465.48439668811,white,39358.68917
10313,55,F,1.0,44,123158,1,1,Own,20103,12/2/2015,Wednesday,Parking Lot,0,0.0,2,Broker,1,0.0,1,Large,37640.01285701075,blue,15182.1526
11704,33,M,1.0,92,123076,1,1,Rent,50021,4/7/2016,Thursday,Local,0,0.0,20,Broker,0,5089.83,1,Large,24697.721404910462,silver,31347.61669
416,39,F,1.0,69,124344,1,1,Own,50021,3/2/2016,Wednesday,Highway,0,0.0,50,Broker,1,3553.99,1,Medium,49339.89961263639,white,46316.2827
11719,44,M,1.0,84,51673,1,0,Rent,80025,2/20/2015,Friday,Local,0,1.0,87,Broker,1,0.0,4,Medium,84203.99206049228,other,13681.94732
16812,47,F,1.0,74,90778,1,0,Rent,50034,12/6/2015,Sunday,Local,0,0.0,50,Broker,0,0.0,1,Medium,39726.02131891973,blue,27426.97168
76,52,F,0.0,92,76708,1,1,Own,80034,8/7/2016,Sunday,Local,0,1.0,20,Broker,1,13185.68,11,Medium,70380.82108476112,gray,6121.869612
11442,59,F,1.0,88,76523,1,1,Own,50048,2/8/2015,Sunday,Local,0,0.0,39,Phone,0,1534.79,1,Large,85748.89922018205,red,24357.39068
8684,34,F,1.0,68,50990,1,1,Own,80006,12/27/2015,Sunday,Local,0,0.0,41,Broker,1,0.0,1,Compact,15000.0,white,15224.56284
1061,26,F,1.0,63,120079,1,0,Rent,50035,7/19/2015,Sunday,Local,0,0.0,67,Online,1,0.0,1,Compact,105788.57592677098,black,11712.20614
14235,44,M,0.0,90,124136,1,0,Rent,50023,6/24/2015,Wednesday,Local,5,0.0,49,Phone,0,0.0,1,Medium,15000.0,red,19259.55373
17414,50,M,0.0,73,97447,1,1,Rent,15059,7/30/2015,Thursday,Local,0,0.0,96,Phone,0,0.0,1,Compact,47129.520389361525,gray,5212.899859
5243,48,F,1.0,88,67248,1,0,Own,80030,12/7/2016,Wednesday,Local,11,0.0,99,Broker,0,0.0,1,Medium,15748.279370931805,other,23271.54105
16224,38,F,0.0,91,116333,1,1,Own,80022,3/8/2016,Tuesday,Parking Lot,14,0.0,41,Broker,1,5050.8,1,Compact,26670.625105085484,blue,31068.50978
5846,59,M,1.0,74,88602,1,0,Own,20142,8/19/2016,Friday,Local,0,0.0,65,Broker,1,0.0,7,Large,30600.47357363941,white,23898.01977
11714,31,F,1.0,83,119212,0,1,Rent,80005,10/28/2016,Friday,Local,1,0.0,29,Phone,1,5575.28,6,Compact,15000.0,red,11237.94583
3001,58,M,1.0,80,75053,1,1,Own,50013,2/10/2015,Tuesday,Parking Lot,0,0.0,12,Broker,0,0.0,1,Medium,15000.0,silver,49067.16867
1527,44,M,0.0,76,81786,0,1,Own,50047,12/13/2015,Sunday,Local,3,1.0,98,Broker,1,9721.59,4,Large,33108.145617533395,blue,9592.854138
7269,44,F,0.0,90,92565,0,1,Own,20115,10/26/2016,Wednesday,Highway,6,0.0,0,Broker,0,636.82,1,Compact,15000.0,silver,12048.64092
9379,45,F,1.0,91,55656,1,0,Own,20119,8/17/2015,Monday,Local,0,0.0,95,Phone,1,2.25,4,Medium,32777.327709952966,silver,10765.52747
16654,58,F,1.0,86,52945,1,0,Own,20130,3/21/2016,Monday,Parking Lot,0,0.0,35,Phone,0,2652.81,1,Compact,65875.54959887116,silver,14069.81939
9491,61,F,1.0,57,100397,0,0,Own,15009,9/15/2015,Tuesday,Local,0,0.0,7,Broker,0,9079.08,8,Medium,34402.80546133545,silver,56113.03623
6415,60,M,1.0,79,43897,1,1,Own,15025,8/13/2015,Thursday,Local,0,1.0,53,Online,1,0.0,1,Large,36034.66469057943,red,6203.121221
6786,45,M,1.0,90,31873,1,0,Own,15021,10/21/2015,Wednesday,Parking Lot,11,0.0,77,Broker,1,0.0,2,Medium,20560.30733183752,other,32123.670360000004
2511,42,F,0.0,90,92626,1,0,Own,15046,4/7/2016,Thursday,Highway,0,0.0,91,Broker,0,0.0,1,Compact,15000.0,black,13426.94783
11855,44,F,0.0,78,123068,1,0,Own,20152,3/14/2016,Monday,Local,3,0.0,100,Phone,1,0.0,1,Medium,15000.0,white,20167.76663
17986,28,F,1.0,72,55372,1,0,Rent,15012,10/24/2016,Monday,Local,4,0.0,79,Online,0,1661.11,4,Large,15000.0,gray,19362.98092
10569,30,F,1.0,70,85939,0,1,Own,85078,6/5/2015,Friday,Local,2,0.0,87,Broker,0,0.0,1,Compact,62722.50273151088,white,28368.88965
13677,49,F,0.0,63,50544,1,0,Rent,85075,6/24/2016,Friday,Local,0,1.0,40,Phone,0,0.0,10,Large,30832.073172859986,silver,13131.99945
6901,35,F,1.0,98,46416,0,1,Rent,15046,9/4/2015,Friday,Parking Lot,2,0.0,90,Phone,0,3244.15,1,Medium,15000.0,gray,10676.23426
7678,24,M,1.0,84,119889,1,0,Rent,15012,6/23/2016,Thursday,Local,5,0.0,8,Online,0,0.0,1,Medium,16524.756033769285,other,14116.54381
10406,29,M,0.0,75,63807,0,0,Rent,80022,2/12/2015,Thursday,Highway,0,0.0,37,Online,1,3355.63,7,Large,15127.301865477231,other,17224.9456
1316,32,M,1.0,78,50390,1,0,Rent,80014,12/22/2015,Tuesday,Highway,0,0.0,73,Phone,1,2412.6,9,Medium,31790.102664928407,white,28300.57619
15784,30,M,1.0,75,113905,0,1,Own,85050,2/28/2016,Sunday,Parking Lot,5,0.0,49,Phone,0,4315.5,1,Compact,62541.58274741296,other,10494.44528
14785,44,F,1.0,82,71327,1,1,Own,50001,9/6/2016,Tuesday,Local,2,0.0,96,Phone,1,0.0,1,Compact,15000.0,red,12299.78043
11697,38,M,1.0,73,38288,1,1,Own,15021,11/12/2015,Thursday,Highway,0,1.0,50,Broker,0,9178.97,7,Compact,52112.237757593495,black,6866.969903
7627,28,M,1.0,64,92644,1,0,Rent,15035,11/28/2015,Saturday,Local,0,0.0,76,Phone,1,0.0,14,Large,49447.79648048848,white,7973.609403
11170,55,M,1.0,34,82415,1,1,Rent,20153,7/10/2015,Friday,Parking Lot,20,0.0,16,Phone,0,2703.59,1,Medium,52570.94727801095,black,11908.59459
3639,45,F,1.0,91,51962,0,0,Rent,80005,1/1/2016,Friday,Local,0,0.0,92,Phone,1,9156.13,1,Medium,78211.18217548581,black,39625.05963
10540,48,M,1.0,60,102199,1,1,Own,15046,8/21/2016,Sunday,Local,12,1.0,35,Broker,1,0.0,1,Large,94333.67873132,other,16626.71399
14446,52,F,1.0,94,123702,1,1,Own,15010,10/6/2016,Thursday,Local,0,0.0,50,Broker,0,0.0,19,Compact,50755.598101728574,other,27097.32797
7322,46,F,1.0,76,71467,0,1,Rent,50054,2/12/2015,Thursday,Parking Lot,8,0.0,73,Phone,1,2624.21,2,Large,27943.89805482945,black,12745.16368
14682,41,M,1.0,84,109238,1,0,Rent,15009,4/30/2015,Thursday,Parking Lot,0,0.0,64,Phone,0,3983.73,6,Medium,73934.2705749458,gray,42880.06297
4631,63,F,0.0,86,49690,1,1,Own,20143,4/1/2015,Wednesday,Local,0,1.0,52,Phone,0,0.0,1,Large,45123.657975482085,silver,9225.503319
8124,27,F,0.0,79,120386,0,1,Rent,0,2/1/2015,Sunday,Parking Lot,2,0.0,4,Online,1,0.0,1,Compact,49360.97682611055,other,42497.85668
13875,37,M,1.0,20,99355,1,1,Rent,15054,7/16/2015,Thursday,Local,0,1.0,14,Phone,1,0.0,3,Compact,54455.3428446404,other,15198.47247
14214,58,M,1.0,70,88104,1,1,Own,80042,8/23/2016,Tuesday,Local,4,0.0,59,Phone,1,1461.6,8,Compact,15000.0,black,18026.00513
8331,24,F,1.0,83,93427,1,1,Rent,20130,11/18/2015,Wednesday,Local,2,1.0,65,Online,0,0.0,1,Large,15000.0,silver,32511.75784
6346,48,M,1.0,51,32784,1,0,Rent,20117,7/27/2015,Monday,Parking Lot,16,0.0,72,Broker,0,0.0,1,Large,15000.0,blue,20941.84798
9741,61,F,1.0,69,40884,0,1,Own,80028,10/7/2015,Wednesday,Local,10,0.0,31,Online,1,9048.94,1,Compact,20826.609334793065,black,21878.67776
13020,38,F,1.0,69,82698,0,1,Own,15009,3/14/2016,Monday,Parking Lot,0,0.0,22,Broker,1,789.84,1,Medium,17892.40322859492,red,29566.00295
13779,51,F,0.0,92,102461,0,0,Own,80017,11/20/2016,Sunday,Local,10,1.0,21,Phone,1,8860.44,5,Compact,15000.0,blue,13021.90974
874,27,F,1.0,86,51580,1,1,Own,80028,1/3/2015,Saturday,Local,0,0.0,94,Online,1,0.0,1,Large,29892.15817840439,blue,19680.14539
6369,48,M,1.0,94,107959,0,1,Rent,85067,5/12/2015,Tuesday,Parking Lot,0,0.0,0,Phone,1,0.0,1,Compact,79914.444533484,white,17997.978619999998
2965,29,F,1.0,64,103474,1,0,Rent,20109,7/22/2015,Wednesday,Local,8,0.0,33,Phone,1,0.0,1,Compact,38355.90041105206,black,23207.55967
6344,43,F,1.0,80,67403,1,1,Rent,85042,6/8/2016,Wednesday,Highway,3,0.0,22,Online,1,1422.94,7,Compact,15000.0,red,7124.494427
15903,26,F,1.0,53,30796,0,0,Rent,20129,7/4/2015,Saturday,Highway,0,0.0,41,Online,1,0.0,1,Medium,41519.14653276618,red,28022.29457
6433,39,F,1.0,89,112729,1,1,Own,85007,8/14/2015,Friday,Highway,0,0.0,2,Phone,0,0.0,1,Compact,16081.734279063903,other,33309.592560000005
7780,50,F,1.0,82,31014,1,1,Own,50055,6/27/2015,Saturday,Highway,0,0.0,98,Broker,1,0.0,3,Large,15000.0,silver,37528.70754
15242,50,M,1.0,80,94508,1,0,Rent,80016,7/6/2015,Monday,Highway,0,0.0,4,Phone,0,0.0,1,Medium,41612.96258802834,black,18857.436230000003
14832,37,M,1.0,68,51597,1,1,Own,15012,4/18/2016,Monday,Parking Lot,9,0.0,0,Online,1,0.0,1,Medium,15000.0,black,19758.12493
10550,48,M,1.0,93,82749,1,1,Own,85025,1/9/2016,Saturday,Highway,0,0.0,88,Phone,0,0.0,1,Medium,17484.010288059944,red,15353.21747
11320,36,M,0.0,78,73613,1,0,Own,80107,11/1/2016,Tuesday,Local,6,0.0,50,Broker,1,6042.49,8,Large,44187.49659353548,black,27136.5766
7069,46,M,0.0,82,59212,0,1,Own,50013,3/2/2015,Monday,Local,10,0.0,99,Phone,1,0.0,1,Compact,15000.0,blue,18338.836730000003
10908,34,M,1.0,57,103441,1,0,Own,50001,11/26/2016,Saturday,Local,0,1.0,55,Broker,1,0.0,2,Compact,27998.895990362693,other,10573.73861
11775,35,M,1.0,87,74133,0,1,Rent,80023,1/10/2016,Sunday,Local,0,0.0,89,Phone,0,0.0,1,Medium,40270.2770742523,red,7485.730254000001
11166,46,M,1.0,91,73267,0,0,Rent,80033,7/3/2015,Friday,Local,4,0.0,89,Phone,1,3541.42,1,Compact,58649.76656267328,red,20711.01256
10853,39,M,0.0,84,81262,1,0,Own,85027,7/8/2015,Wednesday,Local,2,0.0,10,Broker,1,0.0,1,Compact,15000.0,gray,19855.88122
11053,47,F,1.0,77,109778,1,1,Rent,85027,5/18/2016,Wednesday,Highway,0,0.0,50,Broker,1,2679.47,1,Compact,16529.4776557085,gray,30830.59871
7510,45,F,0.0,87,94468,1,0,Rent,80007,5/23/2016,Monday,Local,0,1.0,54,Broker,0,6464.93,9,Large,15000.0,silver,45887.76428
546,56,F,1.0,51,30321,1,1,Own,50051,1/30/2015,Friday,Parking Lot,0,0.0,65,Broker,0,0.0,1,Medium,15000.0,black,9708.725357
299,24,F,1.0,65,105708,1,1,Rent,20102,5/6/2016,Friday,Parking Lot,0,1.0,93,Online,1,0.0,3,Large,15000.0,white,23564.22357
8387,32,F,0.0,87,97289,1,1,Own,20104,3/19/2016,Saturday,Highway,6,0.0,77,Broker,1,0.0,1,Compact,38088.86210830702,blue,35335.73776
3102,57,M,0.0,79,99296,1,1,Rent,20136,8/15/2016,Monday,Local,16,0.0,99,Broker,1,0.0,1,Compact,31918.753681176186,red,30906.21656
1020,46,M,1.0,87,59170,1,0,Own,15009,1/18/2016,Monday,Local,2,0.0,60,Broker,0,3026.37,9,Compact,27677.197914767687,white,13401.32585
17421,25,F,1.0,76,123187,1,1,Rent,15056,8/28/2016,Sunday,Parking Lot,0,0.0,72,Online,1,1080.81,1,Compact,27082.36803356758,gray,13071.83142
17293,51,M,1.0,74,56821,0,0,Own,50005,5/12/2015,Tuesday,Parking Lot,0,0.0,1,Broker,1,0.0,5,Large,65700.15646610851,red,5730.985825
13321,55,M,1.0,53,71767,0,1,Own,15012,6/12/2016,Sunday,Local,11,0.0,27,Phone,1,556.75,1,Medium,25571.001801698927,gray,15480.61265
3429,50,F,1.0,96,52370,1,1,Own,50007,3/31/2016,Thursday,Local,5,0.0,36,Broker,0,1618.41,5,Large,33260.59025024818,gray,13697.30895
3557,34,M,1.0,90,65969,1,0,Own,80022,7/1/2016,Friday,Parking Lot,18,1.0,78,Broker,0,6875.34,2,Compact,15000.0,blue,10691.10849
12385,54,M,0.0,68,122870,1,1,Rent,20108,5/28/2016,Saturday,Highway,15,0.0,100,Broker,1,0.0,1,Medium,51041.48575933799,blue,12702.38597
1406,38,F,1.0,87,68355,1,0,Own,15037,12/15/2016,Thursday,Parking Lot,0,0.0,48,Broker,0,0.0,1,Compact,15000.0,black,20873.20074
9080,29,F,0.0,83,113713,1,1,Rent,20109,7/29/2016,Friday,Parking Lot,0,0.0,69,Online,0,7400.41,4,Large,29981.120137400187,red,14309.27145
2530,29,F,1.0,88,113050,0,0,Rent,50002,4/10/2015,Friday,Parking Lot,3,1.0,76,Online,0,0.0,12,Medium,15000.0,blue,3166.422687
13048,40,F,1.0,80,120785,1,0,Rent,50042,3/27/2015,Friday,Parking Lot,0,0.0,88,Broker,1,0.0,1,Compact,15000.0,blue,13637.63992
12316,25,M,1.0,91,101956,0,1,Own,15009,8/10/2015,Monday,Local,8,0.0,58,Online,1,700.86,1,Compact,29963.5472702642,white,23537.82939
12768,22,F,0.0,76,88346,0,1,Rent,20113,2/26/2015,Thursday,Local,5,0.0,7,Online,1,0.0,12,Compact,40888.07029416645,black,23153.52356
985,44,M,0.0,89,105191,1,1,Own,15021,5/14/2015,Thursday,Parking Lot,0,0.0,7,Phone,1,2178.05,8,Medium,15000.0,gray,17880.4384
8195,29,M,0.0,75,90809,0,1,Rent,50008,6/24/2016,Friday,Parking Lot,11,0.0,52,Online,1,0.0,1,Large,15000.0,gray,35764.26206
16841,25,M,0.0,69,78967,1,1,Own,80103,2/18/2016,Thursday,Highway,9,0.0,89,Online,1,0.0,1,Compact,24006.31755239327,red,27331.8564
15994,27,F,1.0,89,87884,1,1,Own,20117,7/10/2016,Sunday,Parking Lot,0,0.0,83,Phone,1,784.9,1,Medium,28954.086452929343,red,40583.06664
1513,24,F,1.0,80,31240,1,1,Rent,80010,12/18/2016,Sunday,Parking Lot,0,0.0,66,Online,1,2721.41,1,Medium,50375.14204824685,white,3021.407359
7832,57,M,0.0,67,79576,1,1,Own,85063,9/8/2015,Tuesday,Highway,5,0.0,73,Broker,1,6323.42,1,Medium,69418.01753478807,white,18467.24576
4550,37,F,1.0,78,86313,1,1,Own,80010,1/4/2016,Monday,Parking Lot,0,0.0,1,Broker,0,0.0,1,Large,15000.0,gray,17763.784069999998
4820,48,F,1.0,75,97314,1,1,Own,20111,6/4/2016,Saturday,Local,5,0.0,60,Broker,0,9641.89,8,Large,15000.0,other,28985.849410000003
11037,63,M,0.0,62,71672,0,1,Own,80010,5/7/2015,Thursday,Highway,0,0.0,71,Phone,0,0.0,1,Large,47270.06833146345,black,21000.40523
14058,30,M,1.0,84,100172,0,0,Own,15012,2/16/2015,Monday,Parking Lot,12,1.0,50,Phone,1,0.0,1,Compact,15000.0,white,26632.27528
17579,45,M,0.0,87,88040,1,0,Own,50013,4/2/2015,Thursday,Highway,0,1.0,56,Online,1,882.81,1,Large,20548.219867549757,white,11338.34872
8663,61,M,1.0,55,60441,1,1,Own,80019,6/2/2016,Thursday,Highway,12,0.0,21,Broker,1,10273.09,1,Compact,40166.9200483531,red,43255.84798
11832,31,F,1.0,72,51829,1,1,Rent,85077,8/5/2016,Friday,Parking Lot,0,0.0,61,Broker,1,0.0,3,Compact,15000.0,black,10065.79388
17960,28,F,1.0,83,104158,1,0,Rent,20137,3/29/2015,Sunday,Parking Lot,0,1.0,12,Online,0,9228.73,1,Medium,15000.0,red,43062.4577
8293,57,F,0.0,67,103760,0,1,Own,80044,6/30/2016,Thursday,Local,0,1.0,100,Broker,0,2249.41,1,Medium,15000.0,blue,20263.32538
2617,43,F,1.0,94,82825,1,1,Rent,80038,3/27/2016,Sunday,Local,12,0.0,41,Phone,0,0.0,1,Compact,29082.890957863165,red,27980.05499
17450,52,F,1.0,80,80054,1,1,Rent,50011,10/27/2015,Tuesday,Highway,20,1.0,8,Broker,1,6306.25,1,Compact,15000.0,other,34530.50967
9540,43,F,1.0,51,79734,1,0,Own,50008,10/14/2015,Wednesday,Parking Lot,0,0.0,97,Phone,0,0.0,1,Large,23421.02971122333,red,10603.17895
5695,49,F,0.0,79,71877,1,0,Own,80107,11/8/2016,Tuesday,Parking Lot,20,1.0,50,Broker,1,0.0,7,Large,15000.0,gray,44978.14321
7068,62,F,0.0,52,95133,1,0,Own,80033,9/18/2015,Friday,Local,4,1.0,1,Phone,1,7311.48,1,Medium,15000.0,black,19990.82501
1454,39,F,1.0,73,80027,1,0,Rent,80031,3/11/2015,Wednesday,Local,0,0.0,84,Broker,0,4160.5,1,Medium,15000.0,gray,10809.15775
11838,44,F,1.0,76,30815,1,1,Own,50033,3/14/2016,Monday,Parking Lot,5,0.0,3,Broker,1,7599.02,1,Large,58033.01433768345,black,10427.04908
8883,32,F,1.0,87,38665,1,1,Rent,15051,1/28/2015,Wednesday,Local,0,0.0,90,Phone,1,0.0,4,Compact,15195.750209183909,blue,19398.10594
17853,55,M,1.0,91,87031,0,1,Own,85071,2/26/2015,Thursday,Highway,0,0.0,100,Phone,0,0.0,1,Medium,22780.28939333515,silver,42260.13083
851,51,M,1.0,50,114473,1,0,Own,15001,2/28/2015,Saturday,Local,0,1.0,99,Broker,1,7579.73,1,Large,15000.0,silver,9679.001585
15056,36,F,1.0,85,51042,0,1,Own,15012,10/31/2016,Monday,Highway,0,0.0,48,Broker,0,3925.44,9,Medium,48619.92012185828,silver,15568.648180000002
884,74,F,1.0,86,58814,1,1,Own,80021,10/2/2016,Sunday,Local,9,0.0,81,Broker,1,4269.13,7,Compact,22771.518773171425,red,8620.245911
15068,22,F,1.0,4,52195,1,0,Rent,80105,4/19/2015,Sunday,Local,0,0.0,77,Online,1,2090.16,2,Large,47366.66449874703,silver,13337.35793
9366,52,F,1.0,69,88381,1,0,Own,50035,2/18/2015,Wednesday,Highway,13,0.0,1,Phone,1,0.0,11,Large,15000.0,black,29201.29849
11193,67,F,1.0,81,79509,1,0,Own,85074,4/17/2015,Friday,Local,0,0.0,97,Phone,1,3381.89,8,Large,15000.0,gray,25010.69878
6706,39,F,1.0,95,106907,1,0,Rent,15020,8/26/2016,Friday,Local,2,1.0,89,Broker,1,0.0,1,Large,15000.0,black,37484.02325
16938,63,M,1.0,95,97317,1,1,Own,80022,10/14/2015,Wednesday,Local,0,0.0,23,Broker,0,0.0,3,Compact,54420.48345330046,black,18090.87224
7368,39,F,0.0,75,107744,1,1,Own,20115,1/12/2016,Tuesday,Parking Lot,12,0.0,98,Broker,1,2706.1,1,Medium,15000.0,silver,21365.05932
10973,31,M,1.0,84,70574,1,1,Rent,20121,8/18/2016,Thursday,Parking Lot,1,0.0,22,Phone,0,0.0,1,Medium,67302.60228846205,red,18177.00492
